


Date,Time,Session Title,Count,Speed,Unit,Pitch View,Pitch Zone,Pitch Type,Player Name,Sport,Activity,Video
8/2/2025,6:36:21 PM,,206,33,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:36:28 PM,,207,43,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:38:25 PM,,208,83,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:43:49 PM,,209,32,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:44:02 PM,,210,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:44:03 PM,,211,34,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:44:16 PM,,212,46,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:44:34 PM,,213,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:44:47 PM,,214,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:44:51 PM,,215,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:45:13 PM,,216,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:45:18 PM,,217,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:45:18 PM,,218,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:51:24 PM,,219,79,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:51:52 PM,,220,25,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:51:53 PM,,221,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:51:55 PM,,222,29,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:52:04 PM,,223,26,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:52:14 PM,,224,27,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:52:18 PM,,225,52,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:52:33 PM,,226,28,MPH,,,,Temp Temp,Football,In-game speed,NO
8/2/2025,6:52:36 PM,,227,27,MPH,,,,Temp Temp,Football,In-game speed,NO
